male,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,age_at_first_arrest,marital_status,slevel,rs_fta,rs_grecid,rs_vrecid,ds_fta,ds_grecid,ds_vrecid,fta_text,grecid_text,vrecid_text
1,20,1,0,1,1,18,Single,4,23.0,0.73,-0.4,5,10,10,Medium,High,High
1,60,0,0,0,1,58,Single,1,12.0,-2.13,-4.14,1,1,1,Low,Low,Low
1,53,0,0,0,0,52,Married,1,12.0,-2.17,-3.75,1,1,1,Low,Low,Low
0,38,0,0,0,0,37,Single,1,17.0,-1.35,-3.53,2,2,1,Low,Low,Low
1,51,0,0,0,0,49,Divorced,1,13.0,-2.0,-3.64,1,1,1,Low,Low,Low
1,25,0,0,0,1,23,Single,1,17.0,-1.08,-2.25,2,2,3,Low,Low,Low
0,23,0,0,0,1,22,Single,1,13.0,-1.07,-2.17,1,3,4,Low,Low,Low
1,27,2,1,0,5,18,Single,3,19.0,0.05,-1.22,3,7,8,Low,Medium,High
0,54,0,0,0,0,53,Married,1,13.0,-2.11,-3.76,1,1,1,Low,Low,Low
0,26,0,0,1,3,19,Single,1,14.0,-0.68,-1.75,1,5,5,Low,Medium,Medium
1,24,1,2,0,3,18,Married,1,13.0,-0.62,-1.93,1,4,5,Low,Low,Medium
1,55,0,0,0,1,52,Single,1,23.0,-1.28,-3.49,5,2,1,Medium,Low,Low
1,35,0,0,0,0,34,Married,1,12.0,-1.47,-3.28,1,1,1,Low,Low,Low
1,26,0,0,0,0,24,Single,1,12.0,-1.0,-2.32,1,3,3,Low,Low,Low
0,75,0,0,0,5,58,Single,1,19.0,-1.73,-3.83,3,1,1,Low,Low,Low
1,30,0,0,0,13,20,Single,3,19.0,0.09,-1.4,3,8,7,Low,High,Medium
1,36,0,0,0,16,24,Single,1,29.0,-0.32,-2.34,8,5,3,High,Medium,Low
1,56,0,0,0,8,28,Single,1,23.0,-0.95,-2.46,5,3,3,Medium,Low,Low
1,24,0,0,0,0,23,Single,1,18.0,-0.77,-2.12,3,3,4,Low,Low,Low
1,34,0,0,0,0,32,Single,1,12.0,-1.23,-2.7,1,2,2,Low,Low,Low
0,25,0,0,0,5,18,Single,2,13.0,-0.26,-1.41,1,7,7,Low,Medium,Medium
0,39,0,0,0,0,38,Single,1,17.0,-1.55,-2.51,2,2,3,Low,Low,Low
1,46,0,0,0,0,44,Single,1,11.0,-1.64,-3.46,1,1,1,Low,Low,Low
1,27,0,0,0,1,23,Significant Other,1,14.0,-1.01,-1.74,1,2,5,Low,Low,Medium
1,24,0,0,0,1,21,Significant Other,2,14.0,-0.25,-1.72,1,6,6,Low,Medium,Medium
0,32,0,0,0,0,31,Married,1,13.0,-1.74,-3.15,1,1,1,Low,Low,Low
1,28,0,0,0,3,23,Single,1,13.0,-0.92,-2.79,1,3,2,Low,Low,Low
1,42,1,0,1,13,16,Single,3,30.0,0.15,-1.7,8,8,6,High,High,Medium
1,59,0,0,0,2,56,Single,1,15.0,-2.04,-3.35,1,1,1,Low,Low,Low
1,39,0,0,0,1,37,Married,1,14.0,-1.89,-3.5,1,1,1,Low,Low,Low
1,55,0,0,0,0,53,Married,1,11.0,-2.47,-4.05,1,1,1,Low,Low,Low
1,27,0,0,0,0,26,Separated,1,22.0,-1.44,-2.74,5,1,2,Medium,Low,Low
1,46,0,0,0,5,40,Single,1,23.0,-0.68,-3.28,5,4,1,Medium,Low,Low
0,29,0,0,0,0,29,Single,1,13.0,-1.55,-2.9,1,2,2,Low,Low,Low
1,37,0,0,0,7,20,Single,1,12.0,-2.02,-3.37,1,1,1,Low,Low,Low
1,25,0,0,0,1,22,Single,1,15.0,-1.25,-2.36,1,2,3,Low,Low,Low
0,26,0,0,0,1,25,Single,1,19.0,-1.29,-2.57,3,3,2,Low,Low,Low
1,29,0,0,0,2,26,Single,2,24.0,-0.23,-2.44,6,6,3,Medium,Medium,Low
1,55,0,0,0,2,52,Married,1,18.0,-2.64,-4.18,3,1,1,Low,Low,Low
1,35,0,0,0,1,28,Single,3,21.0,0.81,-1.94,4,10,5,Low,High,Medium
1,33,0,0,0,0,31,Single,1,12.0,-1.54,-2.91,1,1,2,Low,Low,Low
1,43,0,0,0,0,42,Single,1,15.0,-2.13,-3.67,1,1,1,Low,Low,Low
0,53,0,0,0,0,51,Divorced,1,16.0,-2.28,-3.87,2,1,1,Low,Low,Low
1,60,0,0,0,9,48,Separated,1,21.0,-1.36,-2.04,4,2,4,Low,Low,Low
1,57,0,0,0,0,55,Single,1,14.0,-2.33,-3.77,1,1,1,Low,Low,Low
0,21,0,0,0,0,19,Single,2,13.0,-0.67,-1.7,1,5,6,Low,Medium,Medium
1,55,0,0,0,17,19,Single,3,31.0,0.86,-2.08,9,10,4,High,High,Low
1,27,0,0,0,1,24,Single,1,12.0,-0.94,-2.34,1,3,3,Low,Low,Low
1,40,0,0,0,0,38,Single,1,12.0,-2.08,-3.57,1,1,1,Low,Low,Low
1,57,0,0,0,0,57,Single,1,14.0,-2.41,-4.04,1,1,1,Low,Low,Low
0,37,0,0,0,0,35,Single,1,12.0,-2.06,-3.4,1,1,1,Low,Low,Low
0,36,0,0,0,1,35,Single,1,15.0,-1.96,-3.42,1,1,1,Low,Low,Low
1,32,0,0,0,2,25,Divorced,1,16.0,-1.01,-2.86,2,2,2,Low,Low,Low
1,32,0,0,0,2,27,Single,1,12.0,-1.1,-2.65,1,2,2,Low,Low,Low
0,26,0,0,0,1,25,Single,1,16.0,-0.84,-2.17,2,4,4,Low,Low,Low
1,36,0,0,0,4,21,Single,1,27.0,-0.44,-2.35,7,5,3,Medium,Medium,Low
1,22,0,0,0,0,20,Single,1,12.0,-0.81,-1.93,1,3,5,Low,Low,Medium
0,31,0,0,0,0,29,Single,3,18.0,0.02,-1.79,3,8,5,Low,High,Medium
0,26,0,0,0,4,24,Single,2,12.0,-0.32,-1.92,1,7,5,Low,Medium,Medium
0,50,0,0,0,30,28,Divorced,2,40.0,-0.48,-2.33,10,6,3,High,Medium,Low
0,38,0,0,0,8,20,Single,3,21.0,0.06,-2.37,4,8,3,Low,High,Low
1,21,0,0,2,4,20,Single,2,12.0,-0.3,-1.96,1,6,5,Low,Medium,Medium
1,47,0,0,0,4,22,Married,1,19.0,-0.91,-2.72,3,3,2,Low,Low,Low
1,30,0,0,0,2,26,Single,4,31.0,0.75,-0.94,9,10,9,High,High,High
1,36,0,0,0,2,25,Single,1,26.0,-0.84,-3.09,7,3,1,Medium,Low,Low
0,43,0,0,0,0,41,Divorced,1,18.0,-2.16,-3.75,3,1,1,Low,Low,Low
0,38,0,0,0,0,36,Married,1,18.0,-2.04,-3.49,3,1,1,Low,Low,Low
1,52,0,0,0,2,51,Single,1,21.0,-1.05,-2.64,4,2,2,Low,Low,Low
1,35,0,0,0,2,33,Married,1,12.0,-1.1,-2.99,1,2,1,Low,Low,Low
1,35,0,0,0,0,33,Separated,1,17.0,-1.63,-3.21,2,1,1,Low,Low,Low
1,38,0,0,0,2,24,Separated,1,21.0,-0.68,-2.08,4,4,4,Low,Low,Low
1,53,0,0,0,0,51,Married,1,11.0,-2.54,-4.1,1,1,1,Low,Low,Low
0,51,0,0,0,1,50,Single,1,21.0,-1.28,-3.28,4,3,1,Low,Low,Low
1,53,0,0,0,2,50,Single,1,21.0,-0.86,-3.45,4,3,1,Low,Low,Low
1,57,0,0,0,19,23,Significant Other,2,19.0,-0.12,-2.2,3,7,4,Low,Medium,Low
1,22,0,0,0,5,20,Single,3,17.0,0.22,-1.85,2,8,5,Low,High,Medium
1,21,0,0,0,0,18,Single,4,19.0,0.73,-0.64,3,10,9,Low,High,High
1,26,0,0,0,0,23,Single,1,12.0,-0.85,-2.3,1,3,3,Low,Low,Low
0,24,0,0,0,1,21,Single,1,15.0,-1.19,-2.2,1,3,4,Low,Low,Low
1,48,0,0,0,0,46,Married,1,13.0,-2.43,-3.94,1,1,1,Low,Low,Low
1,27,0,0,0,2,21,Single,1,14.0,-0.51,-2.12,1,5,4,Low,Medium,Low
0,49,0,0,0,4,33,Single,1,22.0,-0.77,-3.42,5,5,1,Medium,Medium,Low
1,47,0,0,0,1,44,Single,1,24.0,-0.86,-3.54,6,3,1,Medium,Low,Low
1,30,0,0,0,8,19,Single,3,21.0,0.88,-1.97,4,10,5,Low,High,Medium
1,55,0,0,0,1,53,Married,1,14.0,-1.93,-3.95,1,1,1,Low,Low,Low
1,44,0,0,0,3,37,Single,1,16.0,-1.76,-2.99,2,1,1,Low,Low,Low
1,20,0,0,1,2,18,Single,2,14.0,-0.29,-1.6,1,6,6,Low,Medium,Medium
1,23,0,0,0,0,23,Single,1,13.0,-0.97,-2.09,1,3,4,Low,Low,Low
1,34,0,0,0,1,31,Married,1,13.0,-1.89,-3.29,1,1,1,Low,Low,Low
1,45,0,0,0,10,26,Single,1,18.0,-0.83,-3.3,3,3,1,Low,Low,Low
1,38,0,0,0,0,36,Divorced,1,26.0,-0.63,-1.93,7,4,5,Medium,Low,Medium
1,50,0,0,0,2,28,Married,1,12.0,-2.37,-3.73,1,1,1,Low,Low,Low
1,32,0,0,0,0,31,Single,1,14.0,-1.5,-2.92,1,1,2,Low,Low,Low
1,29,0,0,0,1,27,Significant Other,2,18.0,-0.27,-2.0,3,6,4,Low,Medium,Low
1,26,0,0,0,0,23,Single,1,14.0,-0.66,-2.17,1,4,4,Low,Low,Low
1,44,0,0,0,2,39,Separated,1,19.0,-2.06,-3.64,3,1,1,Low,Low,Low
0,22,0,0,0,1,20,Single,2,12.0,-0.48,-1.62,1,6,6,Low,Medium,Medium
1,47,0,0,0,0,45,Separated,1,19.0,-1.58,-3.54,3,1,1,Low,Low,Low
1,23,0,0,0,2,21,Single,1,17.0,-0.57,-2.14,2,4,4,Low,Low,Low
1,49,0,0,0,0,47,Single,1,16.0,-1.59,-3.64,2,1,1,Low,Low,Low
1,35,1,0,0,7,18,Single,2,23.0,0.05,-2.33,5,7,3,Medium,Medium,Low
1,60,0,0,0,43,26,Single,3,28.0,0.09,-1.86,8,8,5,High,High,Medium
1,49,0,0,0,1,46,Married,1,24.0,-0.78,-3.37,6,3,1,Medium,Low,Low
1,59,0,0,0,2,47,Married,1,13.0,-2.59,-3.79,1,1,1,Low,Low,Low
1,32,0,0,0,6,24,Single,1,24.0,-0.47,-2.13,6,5,4,Medium,Medium,Low
1,28,0,0,0,2,19,Single,1,15.0,-0.65,-2.45,1,4,3,Low,Low,Low
1,24,0,0,2,1,20,Single,1,13.0,-1.03,-2.1,1,2,4,Low,Low,Low
1,40,0,0,0,0,38,Single,1,15.0,-1.17,-3.13,1,2,1,Low,Low,Low
1,32,0,0,0,0,29,Significant Other,1,15.0,-1.5,-2.87,1,1,2,Low,Low,Low
0,54,0,0,0,0,52,Divorced,1,14.0,-2.57,-4.13,1,1,1,Low,Low,Low
1,26,0,0,0,1,24,Single,1,13.0,-1.14,-2.36,1,2,3,Low,Low,Low
1,27,0,0,1,9,18,Single,3,20.0,0.74,-1.85,3,10,5,Low,High,Medium
1,34,0,0,0,3,30,Single,3,25.0,0.49,-1.65,6,9,6,Medium,High,Medium
1,29,0,0,0,0,28,Single,1,13.0,-1.31,-2.7,1,2,2,Low,Low,Low
0,40,0,0,0,1,37,Married,1,14.0,-1.8,-3.45,1,1,1,Low,Low,Low
1,25,0,0,0,2,20,Single,3,13.0,0.1,-2.0,1,8,4,Low,High,Low
1,34,0,0,0,1,34,Single,2,25.0,-0.17,-1.34,6,6,7,Medium,Medium,Medium
0,62,0,0,0,2,60,Single,1,20.0,-2.12,-3.52,4,1,1,Low,Low,Low
1,20,0,0,0,0,19,Single,2,18.0,-0.32,-1.64,3,5,6,Low,Medium,Medium
1,37,2,0,0,18,16,Married,4,35.0,0.49,-0.86,10,9,9,High,High,High
0,30,0,0,0,5,19,Single,4,23.0,0.94,-1.14,6,10,8,Medium,High,High
1,23,0,0,0,1,20,Single,2,14.0,-0.3,-1.68,1,6,6,Low,Medium,Medium
1,23,0,0,0,0,22,Single,1,18.0,-1.16,-2.25,3,2,3,Low,Low,Low
0,20,0,0,0,0,18,Single,3,16.0,-0.11,-1.31,2,8,7,Low,High,Medium
1,29,0,0,0,7,22,Single,2,18.0,0.02,-1.5,3,7,6,Low,Medium,Medium
1,24,0,0,0,1,22,Married,1,12.0,-1.1,-2.24,1,2,3,Low,Low,Low
1,22,0,0,0,0,22,Single,3,16.0,0.17,-1.69,2,8,6,Low,High,Medium
0,54,0,0,0,1,52,Married,1,29.0,-1.19,-2.86,9,3,2,High,Low,Low
0,51,0,0,0,0,50,Divorced,1,13.0,-1.58,-3.13,1,2,1,Low,Low,Low
1,66,0,0,0,3,46,Separated,1,17.0,-1.46,-3.93,2,1,1,Low,Low,Low
1,31,0,0,0,0,30,Married,1,12.0,-1.73,-3.05,1,1,1,Low,Low,Low
1,50,0,0,0,8,30,Married,1,23.0,-1.2,-1.81,5,2,5,Medium,Low,Medium
1,50,0,0,0,7,31,Single,1,21.0,-1.3,-3.16,4,2,1,Low,Low,Low
1,40,0,0,0,3,34,Single,1,13.0,-1.72,-3.06,1,1,1,Low,Low,Low
0,30,0,0,0,4,21,Single,2,26.0,-0.26,-1.68,7,7,6,Medium,Medium,Medium
0,24,0,0,0,2,21,Single,2,17.0,-0.2,-1.74,2,7,5,Low,Medium,Medium
1,24,0,0,0,0,21,Significant Other,2,17.0,-0.21,-1.84,2,6,5,Low,Medium,Medium
0,23,0,0,0,3,18,Single,1,18.0,-0.78,-2.26,3,5,3,Low,Medium,Low
0,25,0,0,0,1,20,Divorced,1,18.0,-1.1,-2.4,3,3,3,Low,Low,Low
1,24,0,0,0,4,20,Single,3,13.0,0.21,-1.74,1,8,5,Low,High,Medium
1,54,0,0,0,3,37,Single,1,12.0,-2.15,-3.67,1,1,1,Low,Low,Low
0,31,0,0,0,0,30,Single,1,12.0,-1.75,-3.13,1,1,1,Low,Low,Low
1,25,0,0,2,4,19,Single,3,15.0,0.69,-1.44,1,10,7,Low,High,Medium
1,46,0,0,0,1,44,Single,1,20.0,-1.83,-3.5,3,1,1,Low,Low,Low
0,30,0,0,0,0,29,Single,1,13.0,-1.65,-2.99,1,2,1,Low,Low,Low
1,24,0,0,0,2,18,Single,1,15.0,-0.36,-2.17,1,5,4,Low,Medium,Low
1,35,0,0,0,3,24,Single,4,26.0,1.14,-0.9,7,10,9,Medium,High,High
0,35,0,0,0,10,20,Single,3,35.0,-0.02,-1.74,10,8,5,High,High,Medium
1,25,0,0,0,1,22,Single,1,18.0,-0.42,-2.33,3,5,3,Low,Medium,Low
0,22,0,0,0,0,20,Single,1,12.0,-1.22,-2.12,1,3,4,Low,Low,Low
0,32,0,0,0,1,26,Single,1,13.0,-1.6,-3.03,1,2,1,Low,Low,Low
1,25,0,0,0,0,23,Single,1,11.0,-0.76,-2.2,1,3,4,Low,Low,Low
1,22,0,0,0,3,18,Single,3,15.0,0.2,-1.32,1,8,7,Low,High,Medium
1,33,0,0,0,16,23,Single,3,28.0,0.36,-2.52,8,9,3,High,High,Low
1,38,0,0,0,5,25,Single,2,24.0,-0.16,-2.81,6,6,2,Medium,Medium,Low
0,49,0,0,0,0,46,Single,1,19.0,-1.74,-3.01,3,1,1,Low,Low,Low
1,30,0,0,0,10,21,Single,2,20.0,-0.36,-1.35,3,5,7,Low,Medium,Medium
1,33,0,0,0,4,19,Significant Other,2,17.0,-0.5,-1.7,2,5,6,Low,Medium,Medium
1,24,0,0,0,0,22,Single,1,18.0,-1.09,-2.32,3,2,3,Low,Low,Low
1,23,0,0,1,1,19,Significant Other,1,15.0,-0.84,-2.4,1,3,3,Low,Low,Low
1,33,0,0,1,12,18,Single,3,24.0,0.35,-1.46,6,9,7,Medium,High,Medium
1,37,0,0,0,0,35,Single,1,30.0,-1.31,-3.06,8,2,1,High,Low,Low
0,40,0,0,0,0,38,Significant Other,1,17.0,-1.74,-3.29,2,1,1,Low,Low,Low
0,54,0,0,0,0,54,Significant Other,1,11.0,-2.23,-3.85,1,1,1,Low,Low,Low
1,23,0,0,1,1,21,Single,1,11.0,-1.38,-2.36,1,2,3,Low,Low,Low
1,27,0,0,0,1,23,Single,4,28.0,0.82,0.18,7,10,10,Medium,High,High
1,43,0,0,0,9,22,Significant Other,2,21.0,-0.26,-2.79,4,6,2,Low,Medium,Low
1,26,0,0,0,11,20,Single,1,23.0,-0.71,-2.27,5,4,3,Medium,Low,Low
1,35,0,0,0,5,31,Single,2,26.0,-0.27,-1.4,7,6,7,Medium,Medium,Medium
1,25,0,1,0,11,19,Single,4,20.0,0.44,-1.0,3,9,8,Low,High,High
1,61,0,0,0,1,39,Divorced,1,12.0,-2.72,-4.31,1,1,1,Low,Low,Low
1,27,0,0,0,0,27,Single,1,24.0,-0.48,-2.45,6,5,3,Medium,Medium,Low
1,42,0,0,0,0,42,Divorced,1,17.0,-1.51,-2.85,2,1,2,Low,Low,Low
1,30,0,0,0,0,29,Single,1,16.0,-1.75,-3.1,2,1,1,Low,Low,Low
0,42,0,0,0,0,41,Single,3,19.0,0.44,-1.84,3,10,5,Low,High,Medium
1,53,0,0,0,1,36,Single,2,28.0,-0.13,-2.77,8,6,2,High,Medium,Low
0,27,0,0,0,0,24,Single,1,13.0,-1.09,-2.35,1,3,3,Low,Low,Low
1,25,0,0,0,0,24,Married,1,13.0,-1.42,-2.63,1,1,2,Low,Low,Low
0,52,0,0,0,1,49,Single,1,15.0,-1.9,-3.33,1,1,1,Low,Low,Low
1,26,0,0,0,7,21,Single,3,24.0,0.35,-1.42,6,9,7,Medium,High,Medium
1,39,0,0,0,1,37,Significant Other,1,15.0,-1.01,-3.1,1,2,1,Low,Low,Low
1,47,0,0,0,5,22,Single,1,23.0,-0.57,-3.37,5,4,1,Medium,Low,Low
1,50,0,0,0,1,47,Widowed,1,11.0,-1.88,-3.61,1,1,1,Low,Low,Low
1,25,0,0,0,4,22,Single,4,16.0,0.66,-1.22,2,10,8,Low,High,High
0,52,0,0,0,6,24,Single,2,27.0,-0.25,-2.75,8,7,2,High,Medium,Low
0,41,0,0,0,0,38,Single,1,17.0,-1.9,-3.14,2,1,1,Low,Low,Low
1,37,0,0,0,0,35,Married,1,13.0,-1.93,-2.93,1,1,2,Low,Low,Low
0,24,0,0,0,0,22,Single,2,14.0,-0.26,-1.93,1,7,5,Low,Medium,Medium
0,34,0,0,0,14,20,Single,4,25.0,0.21,-1.07,7,9,8,Medium,High,High
1,30,0,0,0,1,23,Single,1,18.0,-0.7,-2.39,3,4,3,Low,Low,Low
1,20,0,0,1,0,19,Single,2,11.0,-0.73,-1.64,1,4,6,Low,Low,Medium
1,69,0,0,0,0,69,Single,1,17.0,-2.55,-3.99,2,1,1,Low,Low,Low
1,24,0,0,0,5,19,Single,2,14.0,-0.28,-2.04,1,6,4,Low,Medium,Low
1,20,0,0,0,0,18,Single,2,13.0,-0.63,-1.37,1,4,7,Low,Low,Medium
0,40,0,0,0,0,39,Married,1,16.0,-1.62,-2.99,2,2,1,Low,Low,Low
0,28,0,0,0,0,28,Single,1,18.0,-1.25,-2.58,3,3,2,Low,Low,Low
1,27,0,0,0,1,25,Single,1,23.0,-0.45,-2.43,5,5,3,Medium,Medium,Low
1,25,0,0,0,1,23,Single,1,22.0,-0.95,-2.36,5,3,3,Medium,Low,Low
1,31,0,0,0,3,24,Single,2,25.0,-0.4,-1.37,6,5,7,Medium,Medium,Medium
1,22,0,0,0,0,22,Single,1,11.0,-0.64,-1.87,1,4,5,Low,Low,Medium
0,62,0,0,0,0,60,Single,1,16.0,-2.07,-4.16,2,1,1,Low,Low,Low
1,23,0,0,0,0,21,Single,1,15.0,-0.9,-1.96,1,3,5,Low,Low,Medium
1,39,0,0,0,2,28,Single,2,25.0,-0.13,-2.67,6,6,2,Medium,Medium,Low
0,60,0,0,0,0,57,Single,2,34.0,-0.18,-2.55,10,7,3,High,Medium,Low
0,32,0,0,0,0,31,Single,1,21.0,-1.39,-2.92,4,2,2,Low,Low,Low
1,35,0,0,0,0,33,Single,1,11.0,-1.87,-3.28,1,1,1,Low,Low,Low
0,24,0,0,0,0,22,Single,2,18.0,-0.29,-1.96,3,7,5,Low,Medium,Medium
0,56,0,0,0,1,54,Married,1,14.0,-1.48,-3.84,1,2,1,Low,Low,Low
1,30,0,0,0,0,28,Single,1,17.0,-1.41,-2.78,2,1,2,Low,Low,Low
1,20,0,0,0,0,19,Single,3,16.0,-0.52,-0.98,2,4,9,Low,Low,High
1,41,0,0,0,17,19,Single,3,34.0,0.36,-1.65,10,9,6,High,High,Medium
1,35,0,0,0,4,34,Single,1,20.0,-0.43,-2.74,3,5,2,Low,Medium,Low
1,21,0,0,0,2,18,Single,2,13.0,-0.28,-1.48,1,6,7,Low,Medium,Medium
0,60,0,0,0,6,40,Divorced,2,31.0,-0.57,-2.2,9,6,4,High,Medium,Low
1,34,0,0,0,0,34,Significant Other,1,12.0,-1.36,-2.4,1,2,3,Low,Low,Low
0,28,0,0,0,0,27,Single,1,20.0,-0.88,-2.26,4,4,3,Low,Low,Low
1,23,0,1,0,1,23,Single,4,20.0,1.01,-1.17,3,10,8,Low,High,High
0,26,0,0,0,1,25,Single,2,22.0,-0.46,-2.34,5,6,3,Medium,Medium,Low
1,52,0,0,0,0,52,Single,1,16.0,-1.77,-3.71,2,1,1,Low,Low,Low
1,56,0,0,0,0,54,Single,1,23.0,-1.57,-3.91,5,1,1,Medium,Low,Low
0,25,0,0,0,0,24,Single,2,14.0,-0.58,-1.77,1,6,5,Low,Medium,Medium
1,23,0,0,0,2,21,Single,1,11.0,-1.07,-2.28,1,2,3,Low,Low,Low
1,20,0,0,0,0,19,Single,1,13.0,-0.88,-1.76,1,3,5,Low,Low,Medium
1,37,0,1,0,4,26,Married,1,17.0,-1.38,-2.84,2,2,2,Low,Low,Low
0,47,0,0,0,0,47,Divorced,1,12.0,-2.2,-3.75,1,1,1,Low,Low,Low
1,23,0,1,0,1,21,Single,1,11.0,-1.19,-2.2,1,2,4,Low,Low,Low
1,21,0,0,0,0,21,Single,3,18.0,0.2,-1.65,3,8,6,Low,High,Medium
1,21,0,0,0,0,18,Single,4,15.0,0.34,-0.72,1,9,9,Low,High,High
0,21,1,2,2,3,20,Single,3,12.0,-0.21,-1.06,1,7,8,Low,Medium,High
1,41,5,0,0,16,17,Single,4,26.0,0.69,-1.18,7,10,8,Medium,High,High
1,61,0,0,0,0,60,Married,1,14.0,-1.08,-3.54,1,2,1,Low,Low,Low
0,35,0,0,0,2,19,Single,1,13.0,-0.71,-2.69,1,5,2,Low,Medium,Low
1,33,0,0,0,3,29,Single,1,16.0,-0.88,-2.32,2,3,3,Low,Low,Low
1,26,0,0,0,2,24,Married,1,17.0,-0.88,-2.15,2,3,4,Low,Low,Low
1,21,0,0,0,0,19,Single,2,11.0,-0.73,-1.64,1,4,6,Low,Low,Medium
1,25,0,0,1,8,19,Single,3,16.0,0.18,-2.1,2,8,4,Low,High,Low
1,32,0,0,0,13,19,Significant Other,3,18.0,0.19,-2.38,3,8,3,Low,High,Low
1,41,2,1,0,9,15,Single,3,20.0,0.43,-1.87,3,9,5,Low,High,Medium
1,24,0,0,0,0,22,Single,2,20.0,-0.5,-1.42,3,5,7,Low,Medium,Medium
1,20,0,0,0,2,18,Single,4,27.0,1.05,-0.2,7,10,10,Medium,High,High
0,25,0,0,0,0,25,Single,2,14.0,-0.43,-2.03,1,6,4,Low,Medium,Low
1,23,0,0,0,0,22,Single,1,19.0,-0.56,-2.12,3,4,4,Low,Low,Low
1,28,0,0,0,9,19,Single,3,19.0,0.28,-2.03,3,8,4,Low,High,Low
1,25,0,0,0,7,19,Single,3,17.0,0.53,-1.73,2,9,6,Low,High,Medium
0,58,0,0,0,0,56,Divorced,1,17.0,-1.89,-3.59,2,1,1,Low,Low,Low
1,49,0,0,0,3,31,Separated,1,17.0,-1.23,-3.38,2,2,1,Low,Low,Low
0,22,0,0,0,0,20,Single,2,13.0,-0.48,-1.55,1,6,6,Low,Medium,Medium
1,21,0,0,0,0,19,Single,2,11.0,-0.76,-1.62,1,3,6,Low,Low,Medium
0,27,0,0,0,3,19,Single,3,18.0,0.24,-1.52,3,9,6,Low,High,Medium
1,32,0,0,0,4,23,Single,2,31.0,0.03,-1.68,9,7,6,High,Medium,Medium
0,25,0,0,0,1,23,Single,2,20.0,-0.25,-2.25,4,7,3,Low,Medium,Low
1,50,0,0,0,4,39,Married,1,29.0,-0.46,-2.61,8,5,2,High,Medium,Low
0,23,0,0,0,0,21,Significant Other,1,11.0,-1.24,-2.24,1,3,3,Low,Low,Low
1,65,0,0,0,1,64,Married,1,14.0,-2.78,-4.38,1,1,1,Low,Low,Low
1,34,0,0,0,0,33,Single,1,16.0,-0.67,-2.83,2,4,2,Low,Low,Low
1,35,0,0,0,1,32,Divorced,1,17.0,-0.63,-2.91,2,4,2,Low,Low,Low
1,25,0,0,1,4,18,Single,1,25.0,-0.34,-2.17,6,5,4,Medium,Medium,Low
0,33,0,0,0,2,28,Single,1,30.0,-0.74,-2.75,9,5,2,High,Medium,Low
0,42,0,0,0,0,42,Single,1,15.0,-2.08,-3.59,1,1,1,Low,Low,Low
1,30,0,0,0,9,22,Single,1,25.0,-0.55,-2.48,6,4,3,Medium,Low,Low
1,25,0,0,0,1,23,Single,2,27.0,-0.68,-1.69,7,4,6,Medium,Low,Medium
1,30,0,0,0,0,28,Married,1,12.0,-1.65,-2.96,1,1,1,Low,Low,Low
1,39,0,0,0,0,39,Married,1,13.0,-1.98,-3.49,1,1,1,Low,Low,Low
0,27,0,0,0,1,27,Single,1,17.0,-0.82,-2.79,2,4,2,Low,Low,Low
1,31,0,0,0,4,29,Single,1,20.0,-1.05,-2.84,3,2,2,Low,Low,Low
1,39,0,0,0,2,33,Single,1,25.0,-1.18,-2.7,6,2,2,Medium,Low,Low
1,42,0,0,0,0,39,Single,1,16.0,-1.17,-3.05,2,2,1,Low,Low,Low
0,29,0,0,0,11,23,Single,3,30.0,0.98,-1.85,9,10,5,High,High,Medium
0,32,0,0,0,6,21,Married,1,15.0,-0.87,-1.93,1,4,5,Low,Low,Medium
1,27,0,0,0,0,26,Single,1,13.0,-1.06,-2.42,1,2,3,Low,Low,Low
1,24,0,0,0,5,19,Single,2,21.0,-0.15,-1.82,4,6,5,Low,Medium,Medium
1,52,0,0,0,3,34,Single,1,23.0,-1.48,-2.69,5,1,2,Medium,Low,Low
0,26,0,0,0,3,20,Single,1,14.0,-1.07,-2.42,1,3,3,Low,Low,Low
1,31,0,0,0,2,30,Single,1,23.0,-0.95,-2.65,5,3,2,Medium,Low,Low
1,38,0,0,0,0,35,Married,1,12.0,-2.0,-3.43,1,1,1,Low,Low,Low
1,20,0,0,2,1,19,Single,2,13.0,-0.52,-1.64,1,4,6,Low,Low,Medium
1,36,0,0,0,0,36,Married,1,12.0,-1.87,-3.34,1,1,1,Low,Low,Low
1,47,0,0,0,2,43,Single,1,17.0,-2.17,-3.9,2,1,1,Low,Low,Low
1,25,0,0,0,5,19,Single,2,15.0,-0.01,-1.88,1,7,5,Low,Medium,Medium
1,36,0,0,0,0,34,Married,1,13.0,-1.77,-3.22,1,1,1,Low,Low,Low
0,30,0,0,0,0,27,Single,1,19.0,-0.77,-2.77,3,5,2,Low,Medium,Low
1,20,0,0,0,0,19,Single,4,22.0,0.93,-0.37,5,10,10,Medium,High,High
0,29,0,0,0,3,25,Single,2,26.0,-0.24,-2.23,7,7,4,Medium,Medium,Low
0,29,0,0,0,2,21,Single,4,21.0,0.44,-0.31,4,10,10,Low,High,High
1,24,0,0,0,0,21,Single,1,18.0,-0.78,-1.98,3,3,4,Low,Low,Low
1,31,0,0,0,0,28,Single,1,15.0,-0.6,-1.9,1,4,5,Low,Low,Medium
